ID	name	code	semantic_tag	label	term
DT4H-MedD232	Cyclothiazide	37006008	substance	FARMACO	Cyclothiazide
DT4H-MedD233	Trichlormethiazide	11473005	substance	FARMACO	Trichlormethiazide
DT4H-MedD234	Chlorothiazide sodium	8252004	substance	FARMACO	Chlorothiazide sodium
DT4H-MedD24	Uricosuric agent	372758007	substance	FARMACO	Uricosuric agent
DT4H-MedD241	Lesinurad	715259003	substance	FARMACO	Lesinurad
DT4H-MedD242	Benzbromarone	698025001	substance	FARMACO	Benzbromarone
DT4H-MedD243	Apazone	391798003	substance	FARMACO	Apazone
DT4H-MedD244	Probenecid	387365004	substance	FARMACO	Probenecid
DT4H-MedD245	Sulfinpyrazone	387108008	substance	FARMACO	Sulfinpyrazone
DT4H-MedL101	Piretanide	419451002	substance	FARMACO	Piretanide
DT4H-MedL102	Bumetanide	387498005	substance	FARMACO	Bumetanide
DT4H-MedL103	Furosemide	387475002	substance	FARMACO	Furosemide
DT4H-MedL104	Ethacrynic acid	373536004	substance	FARMACO	Ethacrynic acid
DT4H-MedL105	Torasemide	108476002	substance	FARMACO	Torasemide
DT4H-MedL106	Ethacrynate sodium	75341007	substance	FARMACO	Ethacrynate sodium
DT4H-MedL107	Tienilic acid	64029000	substance	FARMACO	Tienilic acid
DT4H-MedC101	Perhexiline maleate	1332137007	substance	FARMACO	Perhexiline maleate
DT4H-MedC102	Benidipine	1303528009	substance	FARMACO	Benidipine
DT4H-MedC103	Benidipine hydrochloride	1303527004	substance	FARMACO	Benidipine hydrochloride
DT4H-MedC104	Terodiline hydrochloride	782604006	substance	FARMACO	Terodiline hydrochloride
DT4H-MedC105	Gabapentin enacarbil	703122000	substance	FARMACO	Gabapentin enacarbil
DT4H-MedC106	Pinaverium bromide	698023008	substance	FARMACO	Pinaverium bromide
DT4H-MedC107	Perhexiline	421817009	substance	FARMACO	Perhexiline
DT4H-MedC108	Mibefradil	421651006	substance	FARMACO	Mibefradil
DT4H-MedC109	Terodiline	417479000	substance	FARMACO	Terodiline
DT4H-MedC110	Prenylamine	387288001	substance	FARMACO	Prenylamine
DT4H-MedC111	Gabapentin	386845007	substance	FARMACO	Gabapentin
DT4H-MedC12	Benzothiazepine 	406767004	substance	FARMACO	Benzothiazepine 
DT4H-MedC121	Diltiazem maleate	410870005	substance	FARMACO	Diltiazem maleate
DT4H-MedC122	Diltiazem	372793000	substance	FARMACO	Diltiazem
DT4H-MedC123	Diltiazem hydrochloride	12218006	substance	FARMACO	Diltiazem hydrochloride
DT4H-MedC13	Diarylaminopropylamine 	406768009	substance	FARMACO	Diarylaminopropylamine 
DT4H-MedC131	Bepridil	372503006	substance	FARMACO	Bepridil
DT4H-MedC132	Bepridil hydrochloride	108531000	substance	FARMACO	Bepridil hydrochloride
DT4H-MedC14	Phenylalkylamine	406766008	substance	FARMACO	Phenylalkylamine
DT4H-MedC141	Gallopamil hydrochloride	703434004	substance	FARMACO	Gallopamil hydrochloride
DT4H-MedC142	Gallopamil	703433005	substance	FARMACO	Gallopamil
DT4H-MedC143	Verapamil	372754009	substance	FARMACO	Verapamil
DT4H-MedC144	Norverapamil	96297006	substance	FARMACO	Norverapamil
DT4H-MedC145	Verapamil hydrochloride	14340003	substance	FARMACO	Verapamil hydrochloride
DT4H-MedC15	Piperazine derivative with calcium channel blocker mechanism of action	418559008	substance	FARMACO	Piperazine derivative with calcium channel blocker mechanism of action
DT4H-MedC151	Lidoflazine	418865004	substance	FARMACO	Lidoflazine
DT4H-MedC16	Substance with dihydropyridine derivative structure and calcium channel blocker mechanism of action 	406769001	substance	FARMACO	Substance with dihydropyridine derivative structure and calcium channel blocker mechanism of action 
DT4H-MedC161	Lercanidipine hydrochloride hemihydrate	1304158004	substance	FARMACO	Lercanidipine hydrochloride hemihydrate
DT4H-MedC162	Levamlodipine besylate	1217324004	substance	FARMACO	Levamlodipine besylate
DT4H-MedC163	Levamlodipine	1217308000	substance	FARMACO	Levamlodipine
DT4H-MedC164	Amlodipine mesylate	1193663008	substance	FARMACO	Amlodipine mesylate
DT4H-MedC165	Cilnidipine	1177123004	substance	FARMACO	Cilnidipine
DT4H-MedC166	Amlodipine benzoate	789067004	substance	FARMACO	Amlodipine benzoate
DT4H-MedC167	Manidipine hydrochloride	765323009	substance	FARMACO	Manidipine hydrochloride
DT4H-MedC168	Manidipine	765322004	substance	FARMACO	Manidipine
DT4H-MedC169	Nilvadipine	713436005	substance	FARMACO	Nilvadipine
DT4H-MedC170	Barnidipine	698052006	substance	FARMACO	Barnidipine
DT4H-MedC171	Nitrendipine	444757009	substance	FARMACO	Nitrendipine
DT4H-MedC172	Clevidipine	439471002	substance	FARMACO	Clevidipine
DT4H-MedC173	Amlodipine maleate	421048000	substance	FARMACO	Amlodipine maleate
DT4H-MedC174	Lercanidipine	395986007	substance	FARMACO	Lercanidipine
DT4H-MedC175	Lercanidipine hydrochloride	395768003	substance	FARMACO	Lercanidipine hydrochloride
DT4H-MedC176	Lacidipine	395764001	substance	FARMACO	Lacidipine
DT4H-MedC177	Nimodipine	387502003	substance	FARMACO	Nimodipine
DT4H-MedC178	Nifedipine	387490003	substance	FARMACO	Nifedipine
DT4H-MedC179	Amlodipine	386864001	substance	FARMACO	Amlodipine
DT4H-MedC180	Felodipine	386863007	substance	FARMACO	Felodipine
DT4H-MedC181	Isradipine	386862002	substance	FARMACO	Isradipine
DT4H-MedC182	Nisoldipine	386861009	substance	FARMACO	Nisoldipine
DT4H-MedC183	Amlodipine besilate	384976003	substance	FARMACO	Amlodipine besilate
DT4H-MedC184	Nicardipine	372502001	substance	FARMACO	Nicardipine
DT4H-MedC185	Nicardipine hydrochloride	108527006	substance	FARMACO	Nicardipine hydrochloride
DT4H-MedV11	Nitrate-based vasodilating agent 	372700007	substance	FARMACO	Nitrate-based vasodilating agent 
DT4H-MedV111	1,2-dinitroglycerin	725531004	substance	FARMACO	1,2-dinitroglycerin
DT4H-MedV112	Nitroglycerin	387404004	substance	FARMACO	Nitroglycerin
DT4H-MedV113	Isosorbide dinitrate	387332007	substance	FARMACO	Isosorbide dinitrate
DT4H-MedV114	Amyl nitrite	387038004	substance	FARMACO	Amyl nitrite
DT4H-MedV115	Isosorbide mononitrate	386854005	substance	FARMACO	Isosorbide mononitrate
DT4H-MedV116	Pentaerythritol tetranitrate	386836006	substance	FARMACO	Pentaerythritol tetranitrate
DT4H-MedV117	Erythrityl tetranitrate	62368002	substance	FARMACO	Erythrityl tetranitrate
DT4H-MedV118	Amyl nitrate	41153003	substance	FARMACO	Amyl nitrate
DT4H-MedV119	Inositol hexanitrate	12970004	substance	FARMACO	Inositol hexanitrate
DT4H-MedV131	flosequinan	412391002	substance	FARMACO	flosequinan
DT4H-MedV136	hexobendine	710319000	substance	FARMACO	hexobendine
DT4H-MedV138	heptaminol	96259006	substance	FARMACO	heptaminol
DT4H-MedP11	Substance with glycoprotein-IIb/IIIa receptor antagonist mechanism of action 	1162907009	substance	FARMACO	Substance with glycoprotein-IIb/IIIa receptor antagonist mechanism of action 
DT4H-MedP111	Tirofiban hydrochloride	1269173006	substance	FARMACO	Tirofiban hydrochloride
DT4H-MedP112	Tirofiban hydrochloride anhydrous	1269172001	substance	FARMACO	Tirofiban hydrochloride anhydrous
DT4H-MedP113	Tirofiban hydrochloride monohydrate	412321006	substance	FARMACO	Tirofiban hydrochloride monohydrate
DT4H-MedP114	Eptifibatide	386998009	substance	FARMACO	Eptifibatide
DT4H-MedP115	Tirofiban	386953003	substance	FARMACO	Tirofiban
DT4H-MedP116	Abciximab	386951001	substance	FARMACO	Abciximab
DT4H-MedP121	Prasugrel hydrobromide	1217508004	substance	FARMACO	Prasugrel hydrobromide
DT4H-MedP122	Cangrelor tetrasodium	1217149008	substance	FARMACO	Cangrelor tetrasodium
DT4H-MedP123	Prasugrel besylate	1149423007	substance	FARMACO	Prasugrel besylate
DT4H-MedP124	Prasugrel hydrochloride	735166002	substance	FARMACO	Prasugrel hydrochloride
DT4H-MedP125	Clopidogrel besylate	734972007	substance	FARMACO	Clopidogrel besylate
DT4H-MedP126	Clopidogrel hydrochloride	734471009	substance	FARMACO	Clopidogrel hydrochloride
DT4H-MedP127	Cangrelor	716118009	substance	FARMACO	Cangrelor
DT4H-MedP128	Ticagrelor	698805004	substance	FARMACO	Ticagrelor
DT4H-MedP129	Prasugrel	443129001	substance	FARMACO	Prasugrel
DT4H-MedP130	Clopidogrel bisulfate	412354008	substance	FARMACO	Clopidogrel bisulfate
DT4H-MedP131	Ticlopidine hydrochloride	395904008	substance	FARMACO	Ticlopidine hydrochloride
DT4H-MedP132	Clopidogrel	386952008	substance	FARMACO	Clopidogrel
DT4H-MedP133	Ticlopidine	386950000	substance	FARMACO	Ticlopidine
DT4H-MedP141	substance with glycoprotein-IIb/IIIa receptor antagonist mechanism of action 	1162907009	substance	FARMACO	substance with glycoprotein-IIb/IIIa receptor antagonist mechanism of action 
DT4H-MedP142	substance with P2Y12 G-protein-coupled platelet receptor antagonist mechanism of action	1162905001	substance	FARMACO	substance with P2Y12 G-protein-coupled platelet receptor antagonist mechanism of action
DT4H-MedP143	caplacizumab	784411004	substance	FARMACO	caplacizumab
DT4H-MedP144	aspirin DL-lysine 	735135008	substance	FARMACO	aspirin DL-lysine 
DT4H-MedP145	selexipag	717359004	substance	FARMACO	selexipag
DT4H-MedP146	indobufen	717166005	substance	FARMACO	indobufen
DT4H-MedP147	vorapaxar	708718003	substance	FARMACO	vorapaxar
DT4H-MedP148	triflusal	698872000	substance	FARMACO	triflusal
DT4H-MedP149	treprostinil	443570007	substance	FARMACO	treprostinil
DT4H-MedP150	buffered aspirin	426365001	substance	FARMACO	buffered aspirin
DT4H-MedP151	aloxiprin	421012002	substance	FARMACO	aloxiprin
DT4H-MedP152	tirofiban hydrochloride monohydrate	412321006	substance	FARMACO	tirofiban hydrochloride monohydrate
DT4H-MedP153	iloprost	395740002	substance	FARMACO	iloprost
DT4H-MedP154	aspirin	387458008	substance	FARMACO	aspirin
DT4H-MedP155	dipiridamol	387371005	substance	FARMACO	dipiridamol
DT4H-MedP156	treprostinil sodium	385681001	substance	FARMACO	treprostinil sodium
DT4H-MedP157	milrinone	373441005	substance	FARMACO	milrinone
DT4H-MedP158	epoprostenol	372513003	substance	FARMACO	epoprostenol
DT4H-MedP159	cilostazol	116087001	substance	FARMACO	cilostazol
DT4H-MedP160	calcium carbaspirin 	111122008	substance	FARMACO	calcium carbaspirin 
DT4H-MedP161	epoprostenol sodium	108594006	substance	FARMACO	epoprostenol sodium
DT4H-MedP162	milrinone lactate	108481006	substance	FARMACO	milrinone lactate
DT4H-MedP163	resveratrol	96383001	substance	FARMACO	resveratrol
DT4H-MedP164	aluminium aspirin	25796002	substance	FARMACO	aluminium aspirin
DT4H-MedCO111	resveratrol	96383001	substance	FARMACO	resveratrol
DT4H-MedCO12	Direct acting anticoagulant 	372636002	substance	FARMACO	Direct acting anticoagulant 
DT4H-MedCO121	Argatroban anhydrous	1268948004	substance	FARMACO	Argatroban anhydrous
DT4H-MedCO122	Heparin ammonium	1259913003	substance	FARMACO	Heparin ammonium
DT4H-MedCO123	Heparin lithium	1256102004	substance	FARMACO	Heparin lithium
DT4H-MedCO124	Edoxaban tosilate	1162278009	substance	FARMACO	Edoxaban tosilate
DT4H-MedCO125	Porcine heparin sodium	784398008	substance	FARMACO	Porcine heparin sodium
DT4H-MedCO126	Betrixaban	735227003	substance	FARMACO	Betrixaban
DT4H-MedCO127	Argatroban monohydrate	725736007	substance	FARMACO	Argatroban monohydrate
DT4H-MedCO128	Edoxaban	712778008	substance	FARMACO	Edoxaban
DT4H-MedCO129	Fondaparinux	708189008	substance	FARMACO	Fondaparinux
DT4H-MedCO130	Dabigatran etexilate mesylate	700039002	substance	FARMACO	Dabigatran etexilate mesylate
DT4H-MedCO131	Dabigatran etexilate	700029008	substance	FARMACO	Dabigatran etexilate
DT4H-MedCO132	Nadroparin	699946002	substance	FARMACO	Nadroparin
DT4H-MedCO133	Dabigatran	698871007	substance	FARMACO	Dabigatran
DT4H-MedCO134	Sulodexide	698844007	substance	FARMACO	Sulodexide
DT4H-MedCO135	Nadroparin calcium	698278006	substance	FARMACO	Nadroparin calcium
DT4H-MedCO136	Apixaban	698090000	substance	FARMACO	Apixaban
DT4H-MedCO137	Rivaroxaban	442031002	substance	FARMACO	Rivaroxaban
DT4H-MedCO138	Ximelagatran	415853004	substance	FARMACO	Ximelagatran
DT4H-MedCO139	Hirudin	414407009	substance	FARMACO	Hirudin
DT4H-MedCO140	Direct thrombin inhibitor	414010005	substance	FARMACO	Direct thrombin inhibitor
DT4H-MedCO141	Tinzaparin	412608008	substance	FARMACO	Tinzaparin
DT4H-MedCO142	Bovine heparin sodium	412202001	substance	FARMACO	Bovine heparin sodium
DT4H-MedCO143	Porcine heparin	412201008	substance	FARMACO	Porcine heparin
DT4H-MedCO144	Bemiparin sodium	410967005	substance	FARMACO	Bemiparin sodium
DT4H-MedCO145	Bemiparin	410964003	substance	FARMACO	Bemiparin
DT4H-MedCO146	Desirudin	407117009	substance	FARMACO	Desirudin
DT4H-MedCO147	Reviparin	395998002	substance	FARMACO	Reviparin
DT4H-MedCO148	Certoparin	395961003	substance	FARMACO	Certoparin
DT4H-MedCO149	Tinzaparin sodium	395908006	substance	FARMACO	Tinzaparin sodium
DT4H-MedCO150	Certoparin sodium	395884009	substance	FARMACO	Certoparin sodium
DT4H-MedCO151	Reviparin sodium	395864005	substance	FARMACO	Reviparin sodium
DT4H-MedCO152	Lepirudin	386955005	substance	FARMACO	Lepirudin
DT4H-MedCO153	Danaparoid sodium	386954009	substance	FARMACO	Danaparoid sodium
DT4H-MedCO154	Coagulation factor Xa inhibitor	385577009	substance	FARMACO	Coagulation factor Xa inhibitor
DT4H-MedCO155	Fondaparinux sodium	385517000	substance	FARMACO	Fondaparinux sodium
DT4H-MedCO156	Ardeparin	373731006	substance	FARMACO	Ardeparin
DT4H-MedCO157	Low molecular weight heparin	373294004	substance	FARMACO	Low molecular weight heparin
DT4H-MedCO158	Heparin	372877000	substance	FARMACO	Heparin
DT4H-MedCO159	Heparinoid	372637006	substance	FARMACO	Heparinoid
DT4H-MedCO160	Pentosan polysulfate	372571007	substance	FARMACO	Pentosan polysulfate
DT4H-MedCO161	Danaparoid	372564002	substance	FARMACO	Danaparoid
DT4H-MedCO162	Dalteparin	372563008	substance	FARMACO	Dalteparin
DT4H-MedCO163	Enoxaparin	372562003	substance	FARMACO	Enoxaparin
DT4H-MedCO164	Bivalirudin	129498009	substance	FARMACO	Bivalirudin
DT4H-MedCO165	Argatroban	116508003	substance	FARMACO	Argatroban
DT4H-MedCO166	Pentosan polysulfate sodium	109117004	substance	FARMACO	Pentosan polysulfate sodium
DT4H-MedCO167	Ardeparin sodium	108990006	substance	FARMACO	Ardeparin sodium
DT4H-MedCO168	Dalteparin sodium	108987000	substance	FARMACO	Dalteparin sodium
DT4H-MedCO169	Enoxaparin sodium	108983001	substance	FARMACO	Enoxaparin sodium
DT4H-MedCO170	Heparin sodium	50045009	substance	FARMACO	Heparin sodium
DT4H-MedCO171	Ancrod	43848004	substance	FARMACO	Ancrod
DT4H-MedCO172	Heparin calcium	29725000	substance	FARMACO	Heparin calcium
DT4H-MedCO173	Glucurolactone	18600008	substance	FARMACO	Glucurolactone
DT4H-MedCO21	Indirect acting anticoagulant 	419847008	substance	FARMACO	Indirect acting anticoagulant 
DT4H-MedCO211	Fluindione	19351000122101	substance	FARMACO	Fluindione
DT4H-MedCO212	Human protein C	784406001	substance	FARMACO	Human protein C
DT4H-MedCO213	Coumafuryl	421212007	substance	FARMACO	Coumafuryl
DT4H-MedCO214	Difenacoum	420968001	substance	FARMACO	Difenacoum
DT4H-MedCO215	Long-acting coumarin derivative	420092006	substance	FARMACO	Long-acting coumarin derivative
DT4H-MedCO216	Difethialone	410940004	substance	FARMACO	Difethialone
DT4H-MedCO217	Acenocoumarol	387457003	substance	FARMACO	Acenocoumarol
DT4H-MedCO218	Phenindione	387260007	substance	FARMACO	Phenindione
DT4H-MedCO219	Coumarin anticoagulant	373307003	substance	FARMACO	Coumarin anticoagulant
DT4H-MedCO220	Warfarin	372756006	substance	FARMACO	Warfarin
DT4H-MedCO221	Indanedione	372573005	substance	FARMACO	Indanedione
DT4H-MedCO222	Brodifacoum	117448002	substance	FARMACO	Brodifacoum
DT4H-MedCO223	Acarboxy-protein C	103249001	substance	FARMACO	Acarboxy-protein C
DT4H-MedCO224	Bromadiolone	95993009	substance	FARMACO	Bromadiolone
DT4H-MedCO225	Cyclocumarol	88589005	substance	FARMACO	Cyclocumarol
DT4H-MedCO226	Bromindione	88352008	substance	FARMACO	Bromindione
DT4H-MedCO227	Dicumarol	79209008	substance	FARMACO	Dicumarol
DT4H-MedCO228	Warfarin sodium	63167009	substance	FARMACO	Warfarin sodium
DT4H-MedCO229	Phenprocoumon	59488002	substance	FARMACO	Phenprocoumon
DT4H-MedCO230	Ethyl biscoumacetate	51739000	substance	FARMACO	Ethyl biscoumacetate
DT4H-MedCO231	Potassium warfarin	41509001	substance	FARMACO	Potassium warfarin
DT4H-MedCO232	Anisindione	38122009	substance	FARMACO	Anisindione
DT4H-MedCO233	4-hydroxycoumarin	31011004	substance	FARMACO	4-hydroxycoumarin
DT4H-MedCO234	Chlorophacinone	26371006	substance	FARMACO	Chlorophacinone
DT4H-MedCO235	Protein C	25525005	substance	FARMACO	Protein C
DT4H-MedCO236	Diphenadione	20368008	substance	FARMACO	Diphenadione
DT4H-MedS111	Atorvastatin calcium anhydrous	1268949007	substance	FARMACO	Atorvastatin calcium anhydrous
DT4H-MedS112	Rosuvastatin zinc	1217216007	substance	FARMACO	Rosuvastatin zinc
DT4H-MedS113	Atorvastatin calcium trihydrate	725658002	substance	FARMACO	Atorvastatin calcium trihydrate
DT4H-MedS114	Pitavastatin calcium	700402009	substance	FARMACO	Pitavastatin calcium
DT4H-MedS115	Rosuvastatin	700067006	substance	FARMACO	Rosuvastatin
DT4H-MedS116	Pitavastatin	443586000	substance	FARMACO	Pitavastatin
DT4H-MedS117	Fluvastatin sodium	412392009	substance	FARMACO	Fluvastatin sodium
DT4H-MedS118	Rosuvastatin calcium	406435003	substance	FARMACO	Rosuvastatin calcium
DT4H-MedS119	Fluvastatin	387585004	substance	FARMACO	Fluvastatin
DT4H-MedS120	Simvastatin	387584000	substance	FARMACO	Simvastatin
DT4H-MedS121	Pravastatin	373566006	substance	FARMACO	Pravastatin
DT4H-MedS122	Atorvastatin	373444002	substance	FARMACO	Atorvastatin
DT4H-MedS123	Cerivastatin	373443008	substance	FARMACO	Cerivastatin
DT4H-MedS124	Atorvastatin calcium	108601004	substance	FARMACO	Atorvastatin calcium
DT4H-MedS125	Cerivastatin sodium	108597004	substance	FARMACO	Cerivastatin sodium
DT4H-MedS126	Pravastatin sodium	96306007	substance	FARMACO	Pravastatin sodium
DT4H-MedS127	Lovastatin	96303004	substance	FARMACO	Lovastatin
DT4H-MedDG111	Medigoxin	418574005	substance	FARMACO	Medigoxin
DT4H-MedDG112	Digitalis	387521006	substance	FARMACO	Digitalis
DT4H-MedDG113	Digoxin	387461009	substance	FARMACO	Digoxin
DT4H-MedDG114	Lanatoside C	387338006	substance	FARMACO	Lanatoside C
DT4H-MedDG115	Digitoxin	373534001	substance	FARMACO	Digitoxin
DT4H-MedDG116	Ouabain	35966009	substance	FARMACO	Ouabain
DT4H-MedDG117	Aglycone	35135004	substance	FARMACO	Aglycone
DT4H-MedDG118	Deslanoside	16214005	substance	FARMACO	Deslanoside
DT4H-MedDG119	Acetyldigitoxin	7834009	substance	FARMACO	Acetyldigitoxin
DT4H-MedBB111	Tertatolol hydrochloride	734455009	substance	FARMACO	Tertatolol hydrochloride
DT4H-MedBB112	Tertatolol	716124003	substance	FARMACO	Tertatolol
DT4H-MedBB113	Carvedilol phosphate	426471008	substance	FARMACO	Carvedilol phosphate
DT4H-MedBB114	Levobunolol	418934007	substance	FARMACO	Levobunolol
DT4H-MedBB115	Oxprenolol hydrochloride	395817005	substance	FARMACO	Oxprenolol hydrochloride
DT4H-MedBB116	Oxprenolol	387583006	substance	FARMACO	Oxprenolol
DT4H-MedBB117	Nadolol	387482003	substance	FARMACO	Nadolol
DT4H-MedBB118	Practolol	387436006	substance	FARMACO	Practolol
DT4H-MedBB119	Levobunolol hydrochloride	387349000	substance	FARMACO	Levobunolol hydrochloride
DT4H-MedBB120	Pindolol	387102009	substance	FARMACO	Pindolol
DT4H-MedBB121	Carvedilol	386870007	substance	FARMACO	Carvedilol
DT4H-MedBB122	Carteolol hydrochloride	386867008	substance	FARMACO	Carteolol hydrochloride
DT4H-MedBB123	Carteolol	386866004	substance	FARMACO	Carteolol
DT4H-MedBB124	Penbutolol sulfate	386865000	substance	FARMACO	Penbutolol sulfate
DT4H-MedBB125	Metipranolol	373446000	substance	FARMACO	Metipranolol
DT4H-MedBB126	Sotalol	372911006	substance	FARMACO	Sotalol
DT4H-MedBB127	Timolol	372880004	substance	FARMACO	Timolol
DT4H-MedBB128	Propranolol	372772003	substance	FARMACO	Propranolol
DT4H-MedBB129	Labetalol	372750000	substance	FARMACO	Labetalol
DT4H-MedBB130	Beta-1 adrenergic receptor antagonist	372661004	substance	FARMACO	Beta-1 adrenergic receptor antagonist
DT4H-MedBB131	Penbutolol	372505004	substance	FARMACO	Penbutolol
DT4H-MedBB132	Metipranolol hydrochloride	126152000	substance	FARMACO	Metipranolol hydrochloride
DT4H-MedBB133	Sotalol hydrochloride	125691000	substance	FARMACO	Sotalol hydrochloride
DT4H-MedBB134	Alprenolol	96294004	substance	FARMACO	Alprenolol
DT4H-MedBB135	Timolol maleate	75359005	substance	FARMACO	Timolol maleate
DT4H-MedBB136	Propranolol hydrochloride	65088001	substance	FARMACO	Propranolol hydrochloride
DT4H-MedBB137	Labetalol hydrochloride	50627005	substance	FARMACO	Labetalol hydrochloride
DT4H-MedBB138	Beta-2 adrenergic receptor antagonist	37751002	substance	FARMACO	Beta-2 adrenergic receptor antagonist
DT4H-MedBB15	Substance with beta-1 adrenergic receptor antagonist mechanism of action 	372661004	substance	FARMACO	Substance with beta-1 adrenergic receptor antagonist mechanism of action 
DT4H-MedBB151	(S)-metoprolol tartrate	1240361004	substance	FARMACO	(S)-metoprolol tartrate
DT4H-MedBB152	(S)-metoprolol succinate	1240360003	substance	FARMACO	(S)-metoprolol succinate
DT4H-MedBB153	(S)-metoprolol	1240343008	substance	FARMACO	(S)-metoprolol
DT4H-MedBB154	Nebivolol hydrochloride	734565001	substance	FARMACO	Nebivolol hydrochloride
DT4H-MedBB155	Metoprolol succinate	412432007	substance	FARMACO	Metoprolol succinate
DT4H-MedBB156	Levobetaxolol	409277002	substance	FARMACO	Levobetaxolol
DT4H-MedBB157	Betaxolol	409276006	substance	FARMACO	Betaxolol
DT4H-MedBB158	Celiprolol	395960002	substance	FARMACO	Celiprolol
DT4H-MedBB159	Celiprolol hydrochloride	395874008	substance	FARMACO	Celiprolol hydrochloride
DT4H-MedBB160	Nebivolol	395808005	substance	FARMACO	Nebivolol
DT4H-MedBB161	Atenolol	387506000	substance	FARMACO	Atenolol
DT4H-MedBB162	Betaxolol hydrochloride	387195001	substance	FARMACO	Betaxolol hydrochloride
DT4H-MedBB163	Bisoprolol fumarate	386869006	substance	FARMACO	Bisoprolol fumarate
DT4H-MedBB164	Bisoprolol	386868003	substance	FARMACO	Bisoprolol
DT4H-MedBB165	Esmolol	372847006	substance	FARMACO	Esmolol
DT4H-MedBB166	Metoprolol	372826007	substance	FARMACO	Metoprolol
DT4H-MedBB167	Acebutolol	372815001	substance	FARMACO	Acebutolol
DT4H-MedBB168	Metoprolol tartrate	72770009	substance	FARMACO	Metoprolol tartrate
DT4H-MedBB169	Esmolol hydrochloride	35318005	substance	FARMACO	Esmolol hydrochloride
DT4H-MedBB170	Acebutolol hydrochloride	3597005	substance	FARMACO	Acebutolol hydrochloride
DT4H-MedRHY11	Substance with sodium channel blocker mechanism of action 	782436006	substance	FARMACO	Substance with sodium channel blocker mechanism of action 
DT4H-MedRHY111	Phenytoin calcium	445821000221103	substance	FARMACO	Phenytoin calcium
DT4H-MedRHY112	Lidocaine hydrochloride anhydrous	1269131003	substance	FARMACO	Lidocaine hydrochloride anhydrous
DT4H-MedRHY113	Amiloride hydrochloride anhydrous	1268944002	substance	FARMACO	Amiloride hydrochloride anhydrous
DT4H-MedRHY114	Lidocaine hydrochloride monohydrate	1217602005	substance	FARMACO	Lidocaine hydrochloride monohydrate
DT4H-MedRHY115	Lidocaine hydrocarbonate	719905003	substance	FARMACO	Lidocaine hydrocarbonate
DT4H-MedRHY116	Free phenytoin	706933005	substance	FARMACO	Free phenytoin
DT4H-MedRHY117	Ranolazine	420365007	substance	FARMACO	Ranolazine
DT4H-MedRHY118	Amiloride hydrochloride dihydrate	412082007	substance	FARMACO	Amiloride hydrochloride dihydrate
DT4H-MedRHY119	Lamotrigine	387562000	substance	FARMACO	Lamotrigine
DT4H-MedRHY120	Amiloride hydrochloride	387516008	substance	FARMACO	Amiloride hydrochloride
DT4H-MedRHY121	Amiloride	387503008	substance	FARMACO	Amiloride
DT4H-MedRHY122	Lidocaine	387480006	substance	FARMACO	Lidocaine
DT4H-MedRHY123	Phenytoin sodium	387416005	substance	FARMACO	Phenytoin sodium
DT4H-MedRHY124	Phenytoin	387220006	substance	FARMACO	Phenytoin
DT4H-MedRHY125	Triamterene	387053007	substance	FARMACO	Triamterene
DT4H-MedRHY126	Oxcarbazepine	387025007	substance	FARMACO	Oxcarbazepine
DT4H-MedRHY127	Topiramate	386844006	substance	FARMACO	Topiramate
DT4H-MedRHY128	Moracizine	373726009	substance	FARMACO	Moracizine
DT4H-MedRHY129	Mexiletine	372909002	substance	FARMACO	Mexiletine
DT4H-MedRHY130	Disopyramide	372844004	substance	FARMACO	Disopyramide
DT4H-MedRHY131	Encainide	372749000	substance	FARMACO	Encainide
DT4H-MedRHY132	Tocainide	372479006	substance	FARMACO	Tocainide
DT4H-MedRHY133	Mexiletine hydrochloride	108500007	substance	FARMACO	Mexiletine hydrochloride
DT4H-MedRHY134	Moracizine hydrochloride	108489008	substance	FARMACO	Moracizine hydrochloride
DT4H-MedRHY135	Encainide hydrochloride	81017004	substance	FARMACO	Encainide hydrochloride
DT4H-MedRHY136	Lidocaine hydrochloride	61773008	substance	FARMACO	Lidocaine hydrochloride
DT4H-MedRHY137	Disopyramide phosphate	49565007	substance	FARMACO	Disopyramide phosphate
DT4H-MedRHY138	Tocainide hydrochloride	2195004	substance	FARMACO	Tocainide hydrochloride
DT4H-MedRHY15	Substance with potassium channel blocker mechanism of action	415152007	substance	FARMACO	Substance with potassium channel blocker mechanism of action
DT4H-MedRHY151	Amifampridine	422654000	substance	FARMACO	Amifampridine
DT4H-MedRHY152	Dofetilide	116107002	substance	FARMACO	Dofetilide
DT4H-MedRHY153	Dalfampridine	80994002	substance	FARMACO	Dalfampridine
DT4H-MedSG111	Dapagliflozin propanediol anhydrous	1269001007	substance	FARMACO	Dapagliflozin propanediol anhydrous
DT4H-MedSG112	Canagliflozin anhydrous	1268978008	substance	FARMACO	Canagliflozin anhydrous
DT4H-MedSG113	Remogliflozin etabonate	1162688000	substance	FARMACO	Remogliflozin etabonate
DT4H-MedSG114	Ertugliflozin pidolate	1162393006	substance	FARMACO	Ertugliflozin pidolate
DT4H-MedSG115	Dapagliflozin propanediol monohydrate	783086004	substance	FARMACO	Dapagliflozin propanediol monohydrate
DT4H-MedSG116	Ertugliflozin	764274008	substance	FARMACO	Ertugliflozin
DT4H-MedSG117	Canagliflozin hemihydrate	725664009	substance	FARMACO	Canagliflozin hemihydrate
