filename	off0	off1	code	span	semantic_rel
es-S1130-01082009000500011-1	235	244	79890006	hiporexia	EXACT
es-S0210-56912010000400009-1	1501	1514	22994000	hiporreflexia	EXACT
es-S0365-66912008000700008-1	871	884	22994000	hiporreflexia	EXACT
es-S0212-16112012000300028-1	794	820	22994000	hiporreflexia generalizada	EXACT
es-S0212-16112007000800011-1	3568	3591	405946002	hiporreflexia tendinosa	EXACT
es-S0365-66912007001000009-1	1182	1205	40788000	hiposfagma generalizado	EXACT
es-S0210-48062006000900014-1	3452	3463	45007003	hipotensión	EXACT
es-S1130-01082007000700016-1	346	366	45007003	hipotensión arterial	EXACT
es-S0212-71992006000700009-1	847	867	45007003	hipotensión arterial	EXACT
es-S0212-71992005000700008-1	2045	2054	45007003	hipotenso	EXACT
es-S0212-71992007000300006-1	509	518	45007003	hipotenso	EXACT
es-S0210-56912012000900010-1	201	211	386689009	hipotermia	EXACT
es-S0376-78922016000300005-1	270	290	386689009	hipotermia sistémica	EXACT
es-S0365-66912007000300011-1	2194	2216	398151007	hipotonía cervicoaxial	NARROW
es-S0365-66912007001000009-1	813	829	95255005	hipotonía del OI	EXACT
es-S0365-66912012000800004-1	650	684	95255005	hipotonía extrema del globo ocular	NARROW
es-S0365-66912007000300011-1	683	705	398152000	Hipotonía generalizada	EXACT
es-S0365-66912009000100008-1	592	608	95255005	hipotonía ocular	NARROW
es-S0212-71992007000300006-1	2910	2924	31515003	hipoventilació	EXACT
es-S0210-56912010000400009-1	1769	1784	31515003	hipoventilación	EXACT
es-S0212-71992007000300006-1	3305	3320	31515003	hipoventilación	EXACT
es-S0212-71992007000300006-1	3671	3686	31515003	hipoventilación	EXACT
es-S0365-66912008000100007-2	402	425	28055006	hipsarritmia asimétrica	EXACT
es-S0378-48352004000300006-1	38	50	165815009	HIV negativo	EXACT
es-S0210-48062007000400013-1	1234	1256	736698001+165840002	HLA B27 y FR negativos	COMPOSITE
es-S0211-69952016000300015-1	2064	2174	22061001	homocigoto para una nueva mutación c.1182del (delección de un solo nucleótido) en el exón 7 del gen alfa-GLA A	NARROW
es-S0212-71992006000800007-1	2678	2705	269846003	Hormonas tiroideas normales	EXACT
es-S1130-05582003000600004-3	2744	2754	63049000	hueso sano	EXACT
es-S0212-16112006000100018-1	1598	1622	299233007	hundimiento en la cadera	EXACT
es-S0212-71992006000700009-1	832	840	18165001	ictérica	EXACT
es-S0004-06142009000500009-1	660	669	18165001	ictericia	EXACT
es-S0004-06142009000500009-1	455	464	18165001	ictericia	EXACT
es-S0210-56912006000800008-1	219	228	18165001	ictericia	EXACT
es-S0465-546X2014000300010-1	817	826	18165001	ictericia	EXACT
es-S1130-01082007000400016-1	62	71	18165001	ictericia	EXACT
es-S0210-56912006000800008-1	327	349	246975001	ictericia muco-cutánea	EXACT
es-S1130-01082008001000010-1	111	141	246975001	ictericia mucocutánea indolora	EXACT
es-S0212-16112012000300028-1	514	522	248214007	ictérico	EXACT
es-S0212-71992004000600005-1	1902	1943	445460009	IgG anti VCA IgG e IgG antiEBNA positivas	EXACT
es-S0212-71992007000600008-1	2858	2896	445459004	IgM a citomegalovirus que fue positiva	EXACT
es-S0212-71992004000600005-1	1946	1966	269834002	IgM antiVCA negativa	NARROW
es-S1130-01082005001000014-1	2492	2524	312895004	íleon por engrosamiento parietal	NARROW
es-S0212-16112007000800012-1	2118	2168	312895004	íleon terminal una mucosa extremadamente irregular	NARROW
es-S0365-66912007001200013-1	1674	1697	309530007	imagen de 3 cm en hilio	NARROW
es-S0210-48062007001000004-4	2326	2351	125132005	imagen de aspecto nodular	EXACT
es-S1130-01082008000100010-1	567	630	165140000	imagen endoscópica de la región perianastomótica resultó normal	NARROW
es-S1130-01082006001000017-1	376	411	19132000	imagen estenosante a nivel de sigma	NARROW
es-S1130-01082010000700016-1	642	691	141701000119101	imagen hipervascular en el polo anterior del bazo	NARROW
es-S0376-78922015000200010-1	772	848	422840005	imagen hipodensa en la línea interhemisférica a nivel de las astas frontales	NARROW
es-S0365-66912011001000005-1	1702	1749	247078006	imagen lineal hiperecogénica respecto al vítreo	NARROW
es-S1130-01082008000500016-2	903	980	441684001	imagen lítica de patrón apolillado a nivel de cuello y cabeza femoral derecha	NARROW
es-S0211-69952015000100013-1	1846	1867	125132005	imagen nodular sólida	EXACT
es-S0213-12852016000500002-1	677	790	716292004	imagen radiolúcida de 10 cm de longitud, multiloculada, localizada desde distal del diente 46 hasta mesial del 33	NARROW
es-S1130-05582005000200003-1	1166	1240	716292004	imagen radiolúcida de gran tamaño en torno a la corona del cordal inferior	NARROW
es-S0211-69952011000500013-1	856	935	302065000	imagen seudonodular hiperecogénica en la zona posteromedial del lóbulo tiroideo	NARROW
es-S0212-71992004001100007-1	1842	1955	722617004	imagénes hiperdensas a nivel temporalparietal y occipital de ambos hemisferios compatibles con focos hemorrágicos	NARROW
es-S0212-71992006000700009-1	1636	1678	302285008	imágenes hipodensas en parénquima hepático	NARROW
es-S0210-48062004000400008-1	1317	1362	445249002	imágenes nodulares en ambos campos pulmonares	EXACT
es-S0212-71992005000400009-1	2229	2266	445249002	imágenes nodulares en lóbulo superior	EXACT
es-S0004-06142008000600013-1	987	1044	16779801000119101	imágenes ocupantes de espacio en seno piriforme izquierdo	NARROW
es-S0004-06142007000700015-1	382	413	253883006	imágenes quísticas parapiélicas	NARROW
es-S0210-48062007001000016-1	987	1010	275728009	impedanciometría normal	NARROW
es-S0376-78922009000400010-1	164	200	285462004	imposibilidad para la apertura bucal	EXACT
es-S0212-16112012000300028-1	335	371	282877008	imposibilidad para la bipe-destación	EXACT
es-S0376-78922013000300013-1	941	975	282145008	imposibilidad para la deambulación	EXACT
es-S0212-71992007000300007-1	765	793	282145008	imposibilidad para la marcha	EXACT
es-S1130-01082010000600012-1	1074	1102	9589009	imposibilita la deambulación	NARROW
es-S1130-01082011000500014-1	426	466	428616007	impotencia funcional en miembro inferior	NARROW
es-S0365-66912010000300004-1	1771	1788	440027000	inclusión corneal	EXACT
es-S0212-16112007000800011-1	1165	1192	129847007	incontinencia de esfínteres	NARROW
es-S0210-48062005000100016-1	4631	4658	165232002	incontinencia leve-moderada	EXACT
es-S0210-48062009000600017-1	3354	3376	68191002	incontinencia nocturna	EXACT
es-S0210-48062009000400016-1	2441	2463	165232002	incontinencia urinaria	EXACT
es-S0212-16112012000600045-1	492	514	165232002	incontinencia urinaria	EXACT
es-S0378-48352004000200007-1	2187	2209	165232002	incontinencia urinaria	EXACT
es-S0210-48062007000500016-1	447	469	165232002	incontinencia urinaria	EXACT
es-S0210-48062005000100016-1	4534	4568	22220005	incontinencia urinaria de esfuerzo	EXACT
es-S0210-48062009000600017-1	106	140	22220005	incontinencia urinaria de esfuerzo	EXACT
es-S0210-48062007000100004-1	223	251	129853007	incontinencia urinaria total	EXACT
es-S1130-01082007001000017-1	1449	1470	58439005	incoordinación motora	EXACT
es-S0378-48352006000900004-1	1096	1197	442147002	incremento de la captación en la región del tumor esternal y ambas articulaciones esternoclaviculares	NARROW
es-S0211-69952013000700025-1	1878	1923	23290009	incremento glandular sin signos de malignidad	EXACT
es-S0210-48062006000900014-1	2421	2449	300449001	indemnidad del uréter distal	NARROW
es-S0004-06142010000300011-1	1463	1498	64910008	induración de la vaginal testicular	NARROW
es-S0212-71992006001000008-1	1946	2000	34319007+128044005	induración de piel preesternal y región laterocervical	COMPOSITE
es-S0210-48062009000900015-3	737	785	33958003	induración del tercio distal del cuerpo del pene	NARROW
es-S0210-48062009000600018-1	401	439	33958003	induración dolorosa de la base peneana	NARROW
es-S0004-06142008000700015-2	153	190	33958003	induración peneana a nivel de la base	NARROW
es-S0365-66912007000200010-1	488	501	267084003	inestabilidad	EXACT
es-S0210-48062007001000016-1	731	744	267084003	inestabilidad	EXACT
es-S0211-69952015000200015-1	311	337	22631008	inestabilidad de la marcha	EXACT
es-S0212-71992007000300007-1	138	164	22631008	inestabilidad de la marcha	EXACT
es-S0365-66912008000700008-1	170	200	249990003	inestabilidad en bipedestación	EXACT
es-S1130-01082007000700016-1	281	307	422773005	inestabilidad hemodinámica	EXACT
es-S1130-01082009001000013-1	2164	2190	422773005	inestabilidad hemodinámica	EXACT
es-S1130-01082009001000013-1	1457	1483	422773005	inestabilidad hemodinámica	EXACT
es-S1130-01082009001000013-1	855	881	422773005	inestabilidad hemodinámica	EXACT
es-S1130-01082010000700016-1	452	493	422773005+80954004	inestabilidad hemodinámica y respiratoria	COMPOSITE
es-S0211-69952012000200030-1	1605	1632	422773005	inestable hemodinámicamente	EXACT
es-S0211-69952015000200015-1	1408	1441	168265009	infecciosa (serologías negativas)	EXACT
es-S0210-56912007000900007-6	1105	1145	2307008	infiltración de la grasa peripancreática	NARROW
es-S0004-06142007000900014-1	1532	1553	47351003	infiltración parietal	NARROW
es-S0210-56912006000800008-1	817	842	409609008	infiltrado alveolar basal	NARROW
es-S0212-71992004000800009-1	1178	1219	409609008	infiltrado alveolo-intersticial bilateral	NARROW
es-S0365-66912011000400005-1	1438	1456	440027000	infiltrado corneal	EXACT
es-S0365-66912011000400005-2	694	712	440027000	infiltrado corneal	EXACT
es-S0365-66912011000400005-2	262	303	418638008	infiltrado corneal periférico en semiluna	NARROW
es-S0365-66912011000400005-1	884	934	418638008	infiltrado corneal periférico superior en semiluna	EXACT
es-S0210-56912010000200009-1	527	538	409609008	infiltrados	EXACT
es-S0210-56912010000200009-1	1530	1541	409609008	infiltrados	EXACT
es-S0212-71992007000300005-1	2176	2210	717978008	infiltrados alveolares bilaterales	EXACT
es-S0212-71992007000300005-1	2668	2706	409609008	infiltrados en la radiografía de tórax	EXACT
es-S0378-48352004000300006-1	87	119	445249002	infiltrados nodulares pulmonares	NARROW
es-S0212-71992007000300005-1	3179	3234	717978008+1217294009	infiltrados pulmonares bilaterales y vidrio deslustrado	COMPOSITE
es-S1130-01082008000100010-1	1896	1907	128139000	inflamación	EXACT
es-S0211-69952012000500016-1	534	555	298160000	inflamación articular	EXACT
es-S1130-01082009000700012-1	924	978	285808008	inflamación de la grasa adyacente al colon descendente	NARROW
es-S0211-69952011000400013-1	1557	1594	6266001	inflamación granulomatosa epitelioide	NARROW
es-S0365-66912004001200011-1	749	772	128295000	inflamación intraocular	EXACT
es-S0365-66912004001100011-1	240	258	128295000	inflamación ocular	EXACT
es-S0210-48062005000800014-1	243	286	75694006	inflamación pancreática difusa con exudados	NARROW
es-S0004-06142008000600014-1	193	215	274718005	inflamación testicular	EXACT
es-S0365-66912006001100007-1	385	435	9826008	inflamación, en el sector nasal superior de su ojo	NARROW
es-S0004-06142008000400010-1	399	465	41446000	inflamación, hiperemia y tumefacción palpebral superior e inferior	EXACT
es-S0212-16112012000400060-1	947	982	58424009	ingerido gran cantidad de alimentos	EXACT
es-S0212-71992007000600008-1	639	660	271653008	ingurgitación yugular	EXACT
es-S0211-69952013000700025-1	303	323	166165005	inmunología negativa	EXACT
es-S1130-01082008000200015-1	530	580	300339003	integridad de la vía biliar intra- y extrahepática	NARROW
es-S1130-01082008000200015-1	2249	2293	125217008	integridad y funcionalidad de la anastomosis	EXACT
es-S0365-66912012000500005-1	1227	1243	274770006	intensa hiper-FA	EXACT
es-S0210-56912009000600008-1	827	855	248567008	intenso trabajo respiratorio	EXACT
es-S0365-66912007000300011-1	2294	2321	365996006	interacción con el ambiente	EXACT
es-S0004-06142009000100012-1	2453	2482	110279003	intervalo libre de enfermedad	EXACT
es-S0004-06142009000100012-1	362	391	110279003	intervalo libre de enfermedad	EXACT
es-S0210-56912006000200007-1	3001	3021	164955000	intervalo QTc normal	EXACT
es-S0210-56912006000200007-1	1826	1850	111975006	intervalo QTc prolongado	EXACT
es-S1130-01082006000100014-1	2407	2441	300438007	intestino delgado y colon normales	NARROW
es-S0212-16112012000300029-1	1348	1370	235719002	intolerancia digestiva	EXACT
es-S0210-56912008000100008-4	674	722	59931005	inversión de la onda T en derivaciones III y aVF	NARROW
es-S0210-56912008000100008-3	608	639	59931005	inversión inferior de la onda T	EXACT
es-S0365-66912012000200004-1	853	874	76849009	inyección conjuntival	EXACT
es-S0365-66912005001100008-1	1302	1378	781682005	inyección muy severa de la vascularización conjuntival, ciliar y epiescleral	EXACT
es-S0365-66912005001100008-1	1062	1080	278021008	inyección vascular	EXACT
es-S0211-69952012000500016-1	1088	1132	166685005+166642001+166814000	iones, enzimas hepáticas y lípidos: normales	COMPOSITE
es-S0365-66912006000600011-1	672	698	118166004	iridofacodonesis bilateral	EXACT
es-S0365-66912006000500008-1	591	622	23798003	iris claro con transiluminación	EXACT
es-S0212-16112007000800012-1	1979	2018	275403002	irregularidad en el patrón vellositario	EXACT
es-S1130-01082008000100010-1	2638	2692	386137000	irregularidades en descendente anterior proximal media	NARROW
es-S0212-71992006000700008-1	180	189	33624008	irritable	EXACT
es-S0210-48062004000400012-1	520	541	48661000	irritación peritoneal	EXACT
es-S0210-48062005000300016-2	1037	1058	48661000	irritación peritoneal	EXACT
es-S0210-48062006000200017-1	1715	1736	48661000	irritación peritoneal	EXACT
es-S0212-71992006000700009-1	1090	1111	48661000	irritación peritoneal	EXACT
es-S0378-48352006000900006-1	522	543	48661000	irritación peritoneal	EXACT
es-S1130-01082010000100021-1	305	326	48661000	irritación peritoneal	EXACT
es-S0004-06142009000500009-1	766	787	48661000	irritación peritoneal	EXACT
es-S0210-48062006000900014-1	479	554	249545003	irritación peritoneal principalmente en hipogastrio y fosa iliaca izquierda	NARROW
es-S0210-48062007001000004-4	792	845	166558007	lactato deshidrogenasa y la alfafetoproteína normales	EXACT
es-S0365-66912011000600006-1	514	522	418035005	lagrimeo	EXACT
es-S0365-66912008000100007-1	960	984	247188005	lagunas coriorretinianas	NARROW
es-S0212-71992006000700008-1	1957	1988	268926000	lavado broncoalveolar (negativa	NARROW
es-S0211-69952011000400013-1	1891	1920	268926000	lavado bronquial fue negativo	NARROW
es-S0212-71992006000700008-1	562	574	167717006	LCR acelular	EXACT
es-S1130-01082006000100014-1	2748	2760	167703002	LCR negativo	EXACT
es-S0365-66912006000100009-1	930	970	167754002	LCR no detectándose bandas oligoclonales	EXACT
es-S0212-71992005001200010-1	3580	3701	166315009	LDH y la beta-2-microglobulina, así como el resto de los parámetros bioquímicos se mantenían en el rango de la normalidad	EXACT
es-S1130-05582008000300004-1	390	406	300592009	lesión era móvil	EXACT
es-S0212-71992005000400009-1	1854	1909	282768006	lesión eritematosa y caliente en la región paraesternal	NARROW
es-S0365-66912012000500005-1	1389	1442	247194002	lesión hiperfluorescente con difusión tardía en el OI	NARROW
es-S0365-66912006001200009-1	969	1040	782393000	lesiones eritematosas dolorosas limitadas a las extremidades inferiores	NARROW
es-S0211-69952011000400013-1	1776	1814	233776003	lesiones macroscópicas en la vía aérea	NARROW
es-S0212-71992004001100007-1	1334	1406	10678791000119106	lesiones rojizas y dolorosas en los pulpejos de los dedos de ambas manos	NARROW
es-S0212-71992007000600008-1	1020	1055	87361006	leucocitos con desviación izquierda	EXACT
es-S0212-71992004000600005-1	1173	1192	165507003	leucocitos normales	EXACT
es-S0365-66912006001000011-1	1501	1547	78341006	leucocitos polimorfonucleares y abundante moco	EXACT
es-S0004-06142009000500013-1	267	279	414478003	leucocitosis	EXACT
es-S0210-48062006000200017-1	1784	1796	414478003	leucocitosis	EXACT
es-S0210-48062009000200018-1	1288	1300	414478003	leucocitosis	EXACT
es-S0212-71992007001000008-1	281	293	414478003	leucocitosis	EXACT
es-S0212-71992005000400009-1	1029	1041	414478003	leucocitosis	EXACT
es-S1130-01082007000400016-1	243	255	414478003	leucocitosis	EXACT
es-S0210-48062007000400013-1	899	911	414478003	leucocitosis	EXACT
es-S0212-16112007000800012-1	1035	1047	414478003	leucocitosis	EXACT
es-S0212-16112012000600045-1	2110	2122	414478003	leucocitosis	EXACT
es-S0212-71992006000700009-1	1186	1198	414478003	leucocitosis	EXACT
es-S1130-01082005001000014-1	803	815	414478003	leucocitosis	EXACT
es-S0004-06142009000100010-2	753	765	414478003	leucocitosis	EXACT
es-S0004-06142009000100010-2	248	260	414478003	leucocitosis	EXACT
es-S0210-48062005000100016-1	825	837	414478003	leucocitosis	EXACT
es-S0210-48062009000600018-1	538	580	87361006	leucocitosis con desviación a la izquierda	EXACT
es-S1130-01082007000700016-1	755	803	87361006	leucocitosis con importante desviación izquierda	EXACT
es-S0210-48062006000900014-1	3474	3519	87361006	leucocitosis con marcada desviación izquierda	EXACT
es-S0212-71992006000100006-1	1817	1870	165543009	leucocitosis con presencia de formas jóvenes (cayados	EXACT
es-S0212-71992000001200010-1	867	923	87361006	leucocitosis de 26.500/mm3 con desviación a la izquierda	EXACT
es-S0212-71992003000500006-1	801	839	67023009	leucocitosis de predominio linfocítico	EXACT
es-S0211-69952012000500016-1	4179	4189	84828003	leucopenia	EXACT
es-S1130-05582005000200003-1	359	396	414478003	leve aumento del número de leucocitos	EXACT
es-S0365-66912007001200012-1	1905	1930	300439004	leve del cuadro digestivo	NARROW
es-S1130-01082007000600012-1	1955	1979	165623008	leve descenso del hierro	EXACT
es-S0365-66912011000700004-1	1000	1018	65605001	leve edema medular	EXACT
es-S0212-71992006000700008-1	1686	1707	445201008	leve elevación de CEA	EXACT
es-S0365-66912007001200013-1	865	902	49483002	leve engrosamiento del hilio pulmonar	NARROW
es-S1130-01082007000600012-1	1892	1928	166787006	leve incremento de la gammaglobulina	EXACT
es-S0212-16112012000300028-1	608	632	37125009	leve midriasis bilateral	NARROW
es-S0210-48062009000900015-2	773	806	35013009	leve secreción purulenta y fétida	NARROW
es-S0004-06142007000700015-1	1081	1110	249274008	leve síntomatologia miccional	EXACT
es-S0004-06142009000100009-1	197	225	63901009	leves molestias testiculares	EXACT
es-S0210-48062007000700017-1	2295	2314	110279003	libre de enfermedad	EXACT
es-S0210-48062007001000004-4	2606	2625	110279003	libre de enfermedad	EXACT
es-S0378-48352006000400006-1	2224	2243	110279003	libre de enfermedad	EXACT
es-S1130-01082005000500013-1	2021	2040	110279003	libre de enfermedad	EXACT
es-S0004-06142007000900014-1	3357	3376	110279003	libre de enfermedad	EXACT
es-S0004-06142009000900011-1	1723	1742	110279003	libre de enfermedad	EXACT
es-S0212-71992004000600005-1	1259	1292	707724006	ligera elevación de transaminasas	EXACT
es-S0376-78922014000300013-1	5586	5620	46575009	limitación a la función de flexión	EXACT
es-S0365-66912006001000011-1	768	807	419326002	limitación a la levosupraversión del OI	NARROW
es-S0365-66912008000700008-1	1921	1957	218951000119100	limitación de la abducción bilateral	NARROW
es-S0365-66912009000800005-2	445	468	419326002	limitación de la mirada	EXACT
es-S0365-66912008000700008-1	510	542	218951000119100	limitación en la abducción de AO	NARROW
es-S0004-06142008000400010-1	485	535	419326002	limitación en todas las posiciones de de la mirada	EXACT
es-S0376-78922017000100008-1	452	472	82971005	limitación funcional	EXACT
es-S0376-78922017000100008-1	867	887	82971005	limitación funcional	EXACT
es-S0376-78922016000300010-1	570	631	304344002	limitación para los movimientos laterales de la zona cervical	EXACT
es-S0365-66912003000600010-1	3136	3166	301918006	línea de demarcación en el ojo	NARROW
es-S0212-16112007000800012-1	2050	2078	125281004	linfangiectasias puntiformes	NARROW
es-S0004-06142010000500014-1	416	428	67023009	linfocitosis	EXACT
es-S0212-16112012000300029-1	1797	1807	48813009	linfopenia	EXACT
es-S0213-12852016000500002-1	537	629	196393007	lingual, la expansión de la tabla es solo en zona de canino y bicúspides inferiores derechos	NARROW
es-S0212-16112007000800012-1	3719	3759	166814000+165406005	lipidograma, y hemograma fueron normales	COMPOSITE
es-S0465-546X2011000300007-1	453	463	248228001	lipotimias	EXACT
es-S0212-16112007000800012-1	3073	3089	389026000	líquido ascítico	EXACT
es-S0210-48062006000200017-1	2035	2051	389026000	líquido ascítico	EXACT
es-S0212-16112007000800012-1	427	471	52985009	líquido ascítico de características quilosas	EXACT
es-S0212-16112007000800012-1	1493	1574	52985009	líquido ascítico extraído presentaba características de exudado y aspecto quiloso	EXACT
es-S0212-16112007000800012-1	1791	1819	389026000	líquido ascítico peritoneal,	EXACT
es-S0212-16112012000300028-1	3398	3462	167709003	líquido cefaloraquídeo tenía un aspecto ligeramente xantocrómico	EXACT
es-S0210-48062007000500016-1	2509	2551	167710008	líquido cefalorraquídeo turbio-amarillento	EXACT
es-S0365-66912006001100007-1	470	502	836474000	líquido de aspecto mucopurulento	EXACT
es-S0212-71992005000400009-1	2489	2513	73707004	líquido en cavidad libre	EXACT
es-S0210-48062006000700010-1	893	954	235993005	líquido encapsulado con nivel hidroaéreo en el flanco derecho	NARROW
es-S0210-56912007000900007-6	1150	1173	93457003	líquido libre abdominal	EXACT
es-S0212-16112007000800012-1	4904	4928	93457003	líquido libre en abdomen	EXACT
es-S0210-48062006000200017-1	1413	1448	93457003	líquido libre en cavidad peritoneal	EXACT
es-S1130-01082010000700016-1	744	878	93457003	líquido libre intraabdominal, fundamentalmente en región periesplénica, gotiera paracólica izquierda, perihepático y también en pelvis	EXACT
es-S0004-06142007000900011-1	904	933	93457003	líquido libre intraperitoneal	EXACT
es-S0210-48062009000400016-1	763	790	93457003	líquido libre retrohepático	NARROW
es-S0212-16112007000800012-1	890	908	93457003	líquido peritoneal	EXACT
es-S0212-16112007000800012-1	696	711	395132000	líquido quiloso	EXACT
es-S0212-71992006000800007-1	4139	4182	19504001	líquido sero-fibrinoso de color amarillento	NARROW
es-S0365-66912006000300009-1	916	955	423084001	líquido subretiniano en el área macular	NARROW
es-S0210-48062010000100019-3	466	491	93457003+17204006	líquido y gas perivesical	COMPOSITE
es-S0211-57352011000100008-1	858	910	1156020005+164854000+166662009+408568004	litemia, el ECG, la CK y la TAC craneal son normales	COMPOSITE
es-S0212-16112012000400060-1	1840	1872	400202001	livideces en miembros inferiores	NARROW
es-S0365-66912006000700011-1	1130	1148	238772004	lívido reticularis	EXACT
es-S0004-06142007000900013-1	297	316	788918005	llanto inconsolable	EXACT
es-S1130-01082008001000010-1	1384	1508	248713000	localización periaórtica con extensión a territorio iliaco bilateral, un tejido denso rodeando dichas estructuras vasculares	NARROW
es-S0365-66912010000300005-1	755	800	13937002	localización subretiniana de esta hemorragia,	EXACT
es-S0378-48352006000400006-1	1077	1096	61448007	LSI con atelectasia	NARROW
es-S0004-06142009000500013-1	158	167	40709005	lumbalgia	EXACT
es-S0210-48062009000600017-1	164	173	40709005	lumbalgia	EXACT
es-S1130-01082010000600012-1	1060	1069	40709005	lumbalgia	EXACT
es-S0004-06142009000200008-1	32	41	40709005	lumbalgia	EXACT
es-S0210-48062009000200018-1	770	780	40709005	lumbalgias	EXACT
es-S1130-01082010000600012-1	227	239	202794004	lumbociática	EXACT
es-S0210-48062006000700010-1	1164	1227	6574001+41034006	lumboscopia, evacuando abundante material necrotico y purulento	COMPOSITE
es-S1130-05582005000300007-1	953	960	89757007	máculas	EXACT
es-S0365-66912006000400010-1	332	341	34887006	madarosis	EXACT
es-S0004-06142009000500009-1	824	845	268519009	mal control glucémico	EXACT
es-S0211-69952013000700025-1	1393	1414	170578008	mal control tensional	EXACT
es-S0378-48352005000400004-1	2301	2324	135818000	mal estado del paciente	EXACT
es-S0365-66912003000600010-1	933	951	135818000	mal estado general	EXACT
es-S1130-01082010000600012-1	1200	1218	135818000	mal estado general	EXACT
es-S0211-69952013000500032-2	434	452	135818000	mal estado general	EXACT
es-S0212-71992000001200010-1	699	717	135818000	mal estado general	EXACT
es-S0212-71992005000400009-1	762	780	135818000	mal estado general	EXACT
es-S0376-78922009000100011-1	1547	1558	447547000	mal oliente	EXACT
es-S0365-66912006000500008-1	38	57	170728008	mala agudeza visual	EXACT
es-S0211-69952016000300015-1	255	290	56681004	mala diferenciación córtico-medular	NARROW
es-S0211-69952014000400020-1	260	281	410428008	mala higiene personal	EXACT
es-S0210-56912010000200009-1	946	972	20573003	mala mecánica respiratoria	EXACT
es-S0212-71992006000800007-1	4012	4039	3545003	mala relajación ventricular	EXACT
es-S0365-66912006000600011-1	66	77	225581002	mala visión	EXACT
es-S0212-16112005000600011-1	2563	2580	197476001	malabsorción leve	EXACT
es-S0212-71992003000500006-1	219	235	367391008	malestar general	EXACT
es-S0212-71992004000600005-1	385	401	367391008	malestar general	EXACT
es-S0212-71992006000100006-1	392	408	367391008	malestar general	EXACT
es-S1130-01082007000500016-1	341	357	367391008	malestar general	EXACT
es-S0210-48062007000100011-1	206	222	367391008	malestar general	EXACT
es-S1130-05582008000300005-1	533	544	707598004	maloclusión	EXACT
es-S1130-05582008000300005-1	426	498	201281002	Manchas café con leche estaban presentes en tronco y miembros superiores	EXACT
es-S0212-71992005000700008-1	1176	1224	1197182004	manchas melánicas en paladar y bordes gingivales	EXACT
es-S0365-66912006000700011-1	1087	1128	284078000	manchas purpúreas en zona lateral del pie	NARROW
es-S0211-69952012000500016-1	415	449	267045008	manifestaciones gastrointestinales	EXACT
es-S0212-71992007000300006-1	546	574	15241006	manifestaciones muscarínicas	NARROW
es-S0210-48062009000600017-1	3227	3263	40492006	maniobra de Credé para vaciar vejiga	NARROW
es-S0210-48062009000200018-1	2497	2537	268375009	Mantoux (prueba de tuberculina) negativa	EXACT
es-S0212-71992003000500006-1	943	963	268375009	mantoux fue negativo	EXACT
es-S1130-01082007000600012-1	1645	1661	268375009	mantoux negativo	EXACT
es-S0004-06142010000500014-1	756	787	268376005	Mantoux positivo con ulceracion	EXACT
es-S0465-546X2009000300008-1	824	847	268376005	Mantoux previo positivo	EXACT
es-S0365-66912006001200009-1	1507	1535	268375009	Mantoux también fue negativo	EXACT
es-S1130-05582005000300007-1	1952	1969	268375009	Mantoux: negativo	EXACT
es-S0378-48352006000900004-1	421	463	298721005	manubrio esternal con destrucción cortical	NARROW
es-S0212-16112006000100018-1	793	927	165878000+166701009+166704001+1187028004	marcadores de autoinmunidad, y las concentraciones plasmáticas de calcio, fósforo y vitamina D estaban dentro del rango de nornialidad	COMPOSITE
es-S0004-06142008000600014-1	2153	2173	309305008	marcadores negativos	NARROW
es-S0004-06142009000300014-1	388	421	399406009	marcadores testiculares negativos	NARROW
es-S0004-06142008000700011-1	393	478	166558007+399406009	marcadores tumorales alfa-feto proteína, beta-HCG, resultaron dentro de la normalidad	COMPOSITE
es-S1130-01082009000500012-1	548	585	399406009	marcadores tumorales fueron negativos	EXACT
es-S1130-01082007000600012-1	2011	2048	399406009	marcadores tumorales fueron negativos	EXACT
es-S0004-06142008000700014-1	1111	1170	399406009+442225006	marcadores tumorales germinales y LDH, que fueron negativos	COMPOSITE
es-S0004-06142009000100009-1	677	730	399406009	marcadores tumorales germinales, con resultado normal	NARROW
es-S0212-71992007000300007-1	990	1109	399406009+166558007+1172739005	marcadores tumorales habituales (CA 125, CA 15-3, CA19-9, alfafetoproteína y antígeno carcinoembrionario) eran normales	COMPOSITE
es-S0004-06142008000600014-1	2371	2401	399406009	marcadores tumorales negativos	EXACT
es-S0210-48062007001000004-4	2049	2078	399406009	marcadores tumorales normales	EXACT
es-S0004-06142008000600014-1	855	913	399643001	marcadores tumorales presentaron una elevación de la α-FTP	EXACT
es-S1130-01082008000100010-1	1290	1346	399406009	marcadores tumorales séricos estaban en niveles normales	EXACT
es-S0004-06142009000900011-1	407	441	399406009	marcadores tumorales son negativos	EXACT
es-S0004-06142009000900011-1	1598	1681	166558007+399406009	marcadores tumorales testiculares (alfa-fetoproteína, beta-HCG y LDH) son negativos	COMPOSITE
es-S1130-01082007001200012-1	1222	1257	168265009	marcadores virales fueron negativos	NARROW
es-S0210-56912006000800008-1	743	781	168265009	Marcadores virales hepáticos negativos	NARROW
es-S1130-05582004000400006-1	3539	3568	276470008	marcas del mallado de la piel	EXACT
es-S0365-66912008000700008-1	855	869	25136009	marcha atáxica	EXACT
es-S0212-16112006000100018-1	693	725	9589009	marcha se observaba claudicación	EXACT
